2023 113.018999 223.184.16.243 -> 202.56.230.7 DNS 89 Standard query 0x5550  A timesofindia.indiatimes.com
2026 115.850714 223.184.16.243 -> 122.160.120.56 DNS 98 Standard query 0xce9e  A crifeeds.timesofindia.indiatimes.com
2035 117.115410 223.184.16.243 -> 122.160.120.56 DNS 78 Standard query 0xf684  A www.facebook.com
2038 118.025163 223.184.16.243 -> 122.160.120.56 DNS 89 Standard query 0x972b  A timesofindia.indiatimes.com
2049 120.853914 223.184.16.243 -> 202.56.230.7 DNS 98 Standard query 0xce9e  A crifeeds.timesofindia.indiatimes.com
2055 122.120763 223.184.16.243 -> 202.56.230.7 DNS 78 Standard query 0xf684  A www.facebook.com
2062 123.050544 223.184.16.243 -> 202.56.230.7 DNS 89 Standard query 0x972b  A timesofindia.indiatimes.com
2078 125.858856 223.184.16.243 -> 122.160.120.56 DNS 98 Standard query 0xce9e  A crifeeds.timesofindia.indiatimes.com
2086 127.126041 223.184.16.243 -> 122.160.120.56 DNS 78 Standard query 0xf684  A www.facebook.com
2088 128.075961 223.184.16.243 -> 122.160.120.56 DNS 89 Standard query 0x972b  A timesofindia.indiatimes.com
2090 130.865258 223.184.16.243 -> 202.56.230.7 DNS 98 Standard query 0xce9e  A crifeeds.timesofindia.indiatimes.com
