
===================================================================
IO Statistics
Interval: 0.500 secs
Column #0: ip.src==223.181.62.13
                |   Column #0    
Time            |frames|  bytes  
000.000-000.500       3       188 
000.500-001.000       2       673 
001.000-001.500       3       168 
001.500-002.000       5       380 
002.000-002.500       0         0 
002.500-003.000       5      1154 
003.000-003.500       5       337 
003.500-004.000       2       152 
004.000-004.500       3       658 
004.500-005.000       2       124 
005.000-005.500       1        68 
005.500-006.000       5       609 
006.000-006.500       3       550 
006.500-007.000       7       724 
007.000-007.500       4      1055 
007.500-008.000       9       653 
008.000-008.500      29      3423 
008.500-009.000       7       496 
009.000-009.500      12      3469 
009.500-010.000       2       144 
010.000-010.500      18      2619 
010.500-011.000      19      3379 
011.000-011.500      23      2478 
011.500-012.000      31      3034 
012.000-012.500      34      2726 
012.500-013.000      16      3463 
013.000-013.500      32      2255 
013.500-014.000      19      1741 
014.000-014.500      13      3030 
014.500-015.000       6       408 
015.000-015.500      32      7532 
015.500-016.000      33      6088 
016.000-016.500      31      5926 
016.500-017.000      44      9248 
017.000-017.500      26      6151 
017.500-018.000      42      3307 
018.000-018.500      21      1428 
018.500-019.000      49      5686 
019.000-019.500      45      5344 
019.500-020.000      34     11164 
020.000-020.500      32      9213 
020.500-021.000      30      3425 
021.000-021.500      78     12785 
021.500-022.000      52      8709 
022.000-022.500      42      9065 
022.500-023.000      47      4789 
023.000-023.500      19      1737 
023.500-024.000      21      3118 
024.000-024.500      17      1177 
024.500-025.000      43      5504 
025.000-025.500      34      6747 
025.500-026.000      30      5471 
026.000-026.500      10      1369 
026.500-027.000      22      5204 
027.000-027.500      29      6056 
027.500-028.000      46      4194 
028.000-028.500      38      3148 
028.500-029.000      28      4289 
029.000-029.500      23      3580 
029.500-030.000      14      1327 
030.000-030.500      10      1253 
030.500-031.000      26      3434 
031.000-031.500      16      1174 
031.500-032.000      11      1832 
032.000-032.500      14      2694 
032.500-033.000       9      1010 
033.000-033.500       4      1019 
033.500-034.000       1        68 
034.000-034.500       3       249 
034.500-035.000       9       588 
035.000-035.500       0         0 
035.500-036.000       0         0 
036.000-036.500       1        68 
036.500-037.000       6       396 
037.000-037.500       4       260 
===================================================================
