223.188.60.32,96.17.181.16,323088,18.690985000,138.4398
223.188.60.32,96.17.181.26,384979,9.678875000,72.1911
223.188.60.32,96.17.181.11,200084,76.776165000,85.3183
223.188.60.32,96.17.181.27,216639,19.377531000,144.0882
223.188.60.32,74.125.236.25,234352,27.379457000,110.0331
223.188.60.32,125.252.226.153,11356,91.737237000,49.1036
223.188.60.32,122.160.120.56,16890,8.380155000,157.1327
223.188.60.32,223.165.31.12,18419,16.807681000,66.9937
223.188.60.32,184.30.63.139,69380,87.046430000,53.7719
223.188.60.32,223.165.25.20,16368,78.633614000,55.7288
223.188.60.32,74.125.236.13,25473,16.961365000,59.7102
223.188.60.32,202.79.210.121,14013,72.362452000,93.7120
223.188.60.32,69.171.234.29,5624,87.081412000,49.9791
223.188.60.32,74.125.236.133,19993,16.925242000,15.0749
223.188.60.32,202.56.230.7,13388,95.356417000,42.5041
223.188.60.32,125.252.226.154,11231,87.044405000,67.4956
223.188.60.32,173.252.73.53,6900,154.582088000,12.2283
223.188.60.32,184.30.50.110,15271,138.382223000,2.9188
223.188.60.32,74.125.236.15,6298,32.001331000,134.5416
223.188.60.32,31.13.79.11,9446,39.879612000,124.2295
223.188.60.32,184.31.209.224,3279,87.081021000,49.9295
223.188.60.32,223.165.31.19,3407,16.809310000,11.4407
223.188.60.32,74.125.236.24,3380,8.592393000,124.0082
223.188.60.32,74.125.236.28,4539,76.775808000,3.4561
223.188.60.32,223.165.31.15,2093,16.807186000,9.4746
223.188.60.32,96.17.181.17,4055,16.960523000,14.3297
223.188.60.32,96.17.181.33,6472,154.581650000,2.3976
223.188.60.32,125.252.226.155,3980,72.241963000,5.5805
223.188.60.32,74.125.128.188,2774,1.457138000,160.4883
223.188.60.32,96.17.181.18,5898,154.633104000,4.3815
223.188.60.32,96.17.181.32,2749,80.599221000,3.2310
223.188.60.32,107.21.253.152,2547,0.722735000,2.4589
223.188.60.32,98.124.156.54,2454,84.396020000,2.8599
223.188.60.32,54.251.44.194,1060,27.752079000,2.9981
223.188.60.32,75.101.163.8,1757,155.785365000,1.1069
223.188.60.32,192.150.16.64,1888,81.087772000,3.5625
223.188.60.32,23.23.212.172,1081,2.581481000,4.6347
223.188.60.32,107.20.164.42,1391,0.000000000,1.2461
223.188.60.32,50.22.231.50,576,152.906628000,3.1799
223.188.60.32,69.171.229.21,367,57.695858000,21.9557
223.188.60.32,182.19.95.104,124,79.672271000,0.5017
