223.188.60.32,0.074975000
96.17.181.26,0.000142000
223.188.60.32,0.149340000
223.188.60.32,0.203522000
96.17.181.26,0.000094000
96.17.181.26,0.000075000
96.17.181.26,0.000150000
96.17.181.26,0.000150000
96.17.181.26,0.000157000
96.17.181.26,0.000129000
96.17.181.26,0.000091000
96.17.181.26,0.000125000
96.17.181.26,0.000137000
96.17.181.26,0.000096000
96.17.181.26,0.000034000
96.17.181.26,0.000117000
96.17.181.26,0.000235000
96.17.181.26,0.000150000
96.17.181.26,0.000148000
96.17.181.26,0.000058000
96.17.181.26,0.000239000
96.17.181.26,0.000082000
96.17.181.26,0.000261000
96.17.181.26,0.000223000
96.17.181.26,0.000064000
96.17.181.26,0.000077000
96.17.181.26,0.000059000
96.17.181.26,0.000116000
96.17.181.26,0.000122000
96.17.181.26,0.000485000
96.17.181.26,0.000188000
96.17.181.26,0.000612000
96.17.181.26,0.000550000
223.188.60.32,0.594778000
223.188.60.32,0.598477000
96.17.181.26,0.000232000
96.17.181.26,0.006020000
96.17.181.26,0.000104000
96.17.181.26,0.003101000
96.17.181.26,0.000129000
96.17.181.26,0.009670000
223.188.60.32,0.084694000
96.17.181.26,0.000128000
