27.60.1.124,0.130561000
96.17.182.17,0.000058000
27.60.1.124,0.088299000
96.17.182.17,0.000038000
96.17.182.17,0.000104000
96.17.182.17,0.000044000
96.17.182.17,0.000145000
96.17.182.17,0.000049000
96.17.182.17,0.000097000
96.17.182.17,0.000104000
96.17.182.17,0.000037000
27.60.1.124,0.053378000
96.17.182.17,0.000136000
96.17.182.17,0.000044000
96.17.182.17,0.000132000
96.17.182.17,0.000044000
96.17.182.17,0.000041000
96.17.182.17,0.000117000
96.17.182.17,0.000041000
96.17.182.17,0.000033000
96.17.182.17,0.000778000
27.60.1.124,0.038487000
