
===================================================================
IO Statistics
Interval: 0.500 secs
Column #0: ip.dst==223.181.32.61
                |   Column #0    
Time            |frames|  bytes  
000.000-000.500       7       861 
000.500-001.000       8       649 
001.000-001.500      10      6508 
001.500-002.000       6      1872 
002.000-002.500      10      1132 
002.500-003.000      13      6049 
003.000-003.500       0         0 
003.500-004.000       0         0 
004.000-004.500       3      2192 
004.500-005.000       2       183 
005.000-005.500       3       689 
005.500-006.000       5      1708 
006.000-006.500       2       228 
006.500-007.000       1        56 
007.000-007.500       0         0 
007.500-008.000       0         0 
008.000-008.500       1      1436 
008.500-009.000       0         0 
009.000-009.500       1       115 
009.500-010.000       0         0 
010.000-010.500       0         0 
010.500-011.000       0         0 
011.000-011.500       1       553 
011.500-012.000       3       188 
012.000-012.500       0         0 
012.500-013.000       0         0 
013.000-013.500       0         0 
013.500-014.000       1      1436 
014.000-014.500       0         0 
014.500-015.000       0         0 
015.000-015.500       1        76 
015.500-016.000       0         0 
016.000-016.500       0         0 
016.500-017.000       1        76 
017.000-017.500       0         0 
017.500-018.000       2       803 
018.000-018.500       0         0 
018.500-019.000       3       251 
019.000-019.500       4       986 
019.500-020.000       2       289 
020.000-020.500       4       296 
020.500-021.000       3       607 
021.000-021.500       7      1430 
021.500-022.000      22      2532 
022.000-022.500      30     26911 
022.500-023.000      32     19630 
023.000-023.500      22      3562 
023.500-024.000      24      2647 
024.000-024.500       4       884 
024.500-025.000       7      1013 
025.000-025.500       4       758 
025.500-026.000       1       316 
026.000-026.500      12       851 
026.500-027.000      13      1775 
027.000-027.500      15      1181 
027.500-028.000      16      7691 
028.000-028.500       1        76 
028.500-029.000       3      1894 
029.000-029.500       0         0 
029.500-030.000       0         0 
030.000-030.500       7       798 
030.500-031.000      15      5991 
031.000-031.500      26      7205 
031.500-032.000      43     15736 
032.000-032.500      10      1450 
032.500-033.000      23      5216 
033.000-033.500      29     11755 
033.500-034.000      35     20977 
034.000-034.500      21      1871 
034.500-035.000      27     17602 
035.000-035.500      52     42491 
035.500-036.000      22      6230 
036.000-036.500      23      3142 
036.500-037.000      26      4372 
037.000-037.500      41      9776 
037.500-038.000      21     10109 
038.000-038.500       8       931 
038.500-039.000      20      1940 
039.000-039.500      12      4663 
039.500-040.000       4       272 
040.000-040.500      12      1441 
040.500-041.000      26      2683 
041.000-041.500       4       696 
041.500-042.000       9       999 
042.000-042.500      10       680 
042.500-043.000       3       591 
043.000-043.500      11       748 
043.500-044.000      11      1135 
044.000-044.500       1       455 
044.500-045.000      11       936 
045.000-045.500      12      1203 
045.500-046.000       1       455 
046.000-046.500      10       680 
046.500-047.000       1       455 
047.000-047.500       8       544 
047.500-048.000       3       591 
048.000-048.500       0         0 
048.500-049.000       0         0 
049.000-049.500       0         0 
049.500-050.000       0         0 
050.000-050.500      12       832 
050.500-051.000      11      1275 
051.000-051.500       9      4228 
051.500-052.000      11       863 
052.000-052.500      13      1279 
052.500-053.000      19      4583 
053.000-053.500      13      1318 
053.500-054.000      12      2025 
054.000-054.500      24     15032 
054.500-055.000       5       727 
055.000-055.500      11      1135 
055.500-056.000      10       680 
056.000-056.500      14      3324 
056.500-057.000       6      1049 
057.000-057.500      12      1821 
057.500-058.000      15      3076 
058.000-058.500      16      1538 
058.500-059.000      11      2661 
059.000-059.500      14      1366 
059.500-060.000      11       748 
060.000-060.500      11      1135 
060.500-061.000      12      1203 
061.000-061.500       1       455 
061.500-062.000      10       680 
062.000-062.500      11      1135 
062.500-063.000       7       863 
063.000-063.500       6       795 
063.500-064.000      13      4119 
064.000-064.500      11      1135 
064.500-065.000       5       727 
065.000-065.500       9      1628 
065.500-066.000      11       748 
066.000-066.500       1       455 
066.500-067.000      11      1135 
067.000-067.500      10       680 
067.500-068.000      12      1203 
068.000-068.500       8       931 
068.500-069.000       4       659 
069.000-069.500      10       680 
===================================================================
