223.188.204.169,54.240.172.42,368449,47.065470000,148.6027
223.188.204.169,50.17.244.21,95123,41.166955000,227.8786
223.188.204.169,54.240.172.136,50238,154.809557000,108.8537
223.188.204.169,23.21.52.169,35501,46.943585000,222.1121
223.188.204.169,54.240.172.35,56804,47.066364000,151.2446
223.188.204.169,12.129.199.106,19778,46.944142000,226.8676
223.188.204.169,66.235.132.121,10956,220.613847000,48.4195
223.188.204.169,122.160.120.56,11697,7.018051000,243.5326
223.188.204.169,54.240.172.250,18549,250.551547000,18.4676
223.188.204.169,66.235.134.160,6391,112.252337000,62.8163
223.188.204.169,74.125.236.56,14271,1.727467000,247.8040
223.188.204.169,80.168.92.140,3239,7.649778000,87.7127
223.188.204.169,74.125.236.179,4722,217.427405000,3.1009
223.188.204.169,202.56.230.7,8715,55.520030000,49.5068
223.188.204.169,69.171.229.17,2228,0.000000000,132.5108
223.188.204.169,96.17.182.42,1965,38.266159000,4.6871
223.188.204.169,63.116.58.131,197,18.574631000,3.7515
