223.188.204.169,67.228.26.194,379,0.000000000,0.5523,No objects fetched
223.188.204.169,23.23.212.172,204,0.000084000,0.5523,No objects fetched
223.188.204.169,23.23.156.58,5911,4.852769000,6.9462,3 objects with url like http://tch576495.tch.quora.com/up/chan3-8881/updat...
223.188.204.169,23.23.156.58,1894,4.853780000,51.0001,1 objects with url like http://tch135397.tch.quora.com/up/chan2-8883/updat...
223.188.204.169,50.17.246.73,1805,6.434226000,5.3665,1 objects with url like http://www.quora.com/check_livedeps/index?window_i...
223.188.204.169,50.17.246.73,1804,6.434585000,3.5386,1 objects with url like http://www.quora.com/check_livedeps/index?window_i...
223.188.204.169,74.125.236.184,7180,10.927384000,4.0667,6 objects with url like http://www.google.co.in/m/gne/suggest/v2?q=t&hl=en...
223.188.204.169,74.125.236.184,7770,14.817178000,2.9084,6 objects with url like http://www.google.co.in/m/gne/suggest/v2?q=twitte&...
223.188.204.169,199.59.150.7,2223,18.087130000,4.1498,1 objects with url like http://twitter.com/...
223.188.204.169,199.59.150.7,424,18.214378000,2.6490,No objects fetched
223.188.204.169,184.169.81.30,10760,19.246303000,2.0482,No objects fetched
223.188.204.169,199.59.149.240,404448,19.343251000,46.1699,No objects fetched
223.188.204.169,184.169.81.30,55656,19.551895000,7.6398,No objects fetched
223.188.204.169,184.169.81.30,31502,19.552669000,5.5005,No objects fetched
223.188.204.169,199.59.149.240,5051,19.730357000,5.3100,No objects fetched
223.188.204.169,184.169.81.30,49823,19.801817000,7.3877,No objects fetched
223.188.204.169,199.59.149.240,1514,20.086013000,2.9680,No objects fetched
223.188.204.169,184.169.81.30,47039,20.262586000,6.9275,No objects fetched
223.188.204.169,184.169.81.30,15777,20.271963000,6.9201,No objects fetched
223.188.204.169,184.169.81.30,89781,20.272868000,6.9196,No objects fetched
223.188.204.169,184.169.81.30,48791,20.280926000,6.9101,No objects fetched
223.188.204.169,184.169.81.30,7785,21.870166000,5.3212,No objects fetched
223.188.204.169,184.169.81.30,1444,21.870886000,3.1822,No objects fetched
223.188.204.169,184.169.81.30,1444,21.871542000,3.1817,No objects fetched
223.188.204.169,184.169.81.30,1444,21.872137000,3.1903,No objects fetched
223.188.204.169,199.59.150.7,5272,22.012421000,1.4595,No objects fetched
223.188.204.169,199.59.150.7,22852,22.015236000,46.1485,No objects fetched
223.188.204.169,199.59.150.7,5272,22.026854000,1.4451,No objects fetched
223.188.204.169,199.59.150.7,424,22.263121000,2.7698,No objects fetched
223.188.204.169,184.169.81.30,32970,30.856986000,5.0766,No objects fetched
223.188.204.169,118.214.111.144,11370,30.864113000,3.2082,No objects fetched
223.188.204.169,118.214.111.144,10910,30.864947000,2.7984,No objects fetched
223.188.204.169,184.169.81.33,6110,30.865244000,5.0983,2 objects with url like http://a0.twimg.com/profile_images/2625555495/o3d9...
223.188.204.169,184.169.81.30,10625,30.908816000,5.0240,No objects fetched
223.188.204.169,184.169.81.30,41038,30.910484000,7.1374,No objects fetched
223.188.204.169,184.169.81.33,6145,31.038413000,4.9349,1 objects with url like http://a0.twimg.com/profile_images/1389943923/Wyre...
223.188.204.169,184.169.81.30,80890,31.108204000,6.9396,No objects fetched
223.188.204.169,184.169.81.33,424,31.256325000,4.7073,No objects fetched
223.188.204.169,184.169.81.33,424,31.258714000,4.7047,No objects fetched
223.188.204.169,184.169.81.30,15961,31.260298000,6.7875,No objects fetched
223.188.204.169,184.169.81.30,8468,31.261785000,4.6717,No objects fetched
223.188.204.169,184.169.81.30,19229,31.265085000,4.6680,No objects fetched
223.188.204.169,184.169.81.30,10648,31.266231000,4.6668,No objects fetched
223.188.204.169,184.169.81.30,16424,31.267849000,4.6647,No objects fetched
223.188.204.169,184.169.81.30,424,31.268763000,2.6755,No objects fetched
223.188.204.169,184.169.81.30,9284,31.269917000,4.6627,No objects fetched
223.188.204.169,184.169.81.30,19224,31.271296000,4.6623,No objects fetched
223.188.204.169,184.169.81.30,60238,31.272199000,6.7755,No objects fetched
223.188.204.169,184.169.81.30,12048,31.272764000,4.6602,No objects fetched
223.188.204.169,184.169.81.30,10024,31.273287000,4.6597,No objects fetched
223.188.204.169,118.214.111.144,59926,31.809837000,3.8605,No objects fetched
223.188.204.169,184.169.81.30,13720,43.852117000,4.4618,No objects fetched
223.188.204.169,184.169.81.30,15216,43.971261000,6.3313,No objects fetched
223.188.204.169,184.169.81.30,28349,43.972265000,6.3303,No objects fetched
223.188.204.169,184.169.81.30,424,44.103318000,2.6670,No objects fetched
