
=================================
| IO Statistics                 |
|                               |
| Interval size: 0.5 secs       |
| Col 1: ip.dst==106.204.32.66  |
|-------------------------------|
|              |1               |
| Interval
| Interval     | Frames | Bytes |
|-------------------------------|
|  0.0 <>  0.5 |      2 |   273 |
|  0.5 <>  1.0 |      2 |   833 |
|  1.0 <>  1.5 |      0 |     0 |
|  1.5 <>  2.0 |      2 |   825 |
|  2.0 <>  2.5 |      1 |  1436 |
|  2.5 <>  3.0 |      0 |     0 |
|  3.0 <>  3.5 |      1 |  1436 |
|  3.5 <>  4.0 |      1 |  1436 |
|  4.0 <>  4.5 |      0 |     0 |
|  4.5 <>  5.0 |      1 |  1436 |
|  5.0 <>  5.5 |      1 |  1436 |
|  5.5 <>  6.0 |      0 |     0 |
|  6.0 <>  6.5 |      1 |  1436 |
|  6.5 <>  7.0 |      1 |  1436 |
|  7.0 <>  7.5 |      8 |  3328 |
|  7.5 <>  8.0 |     34 | 28400 |
|  8.0 <>  8.5 |     11 | 11078 |
|  8.5 <>  9.0 |      0 |     0 |
|  9.0 <>  9.5 |      0 |     0 |
|  9.5 <> 10.0 |     19 | 22044 |
| 10.0 <> 10.5 |     40 | 37020 |
| 10.5 <> 11.0 |      5 |  1352 |
| 11.0 <> 11.5 |     25 | 27500 |
| 11.5 <> 12.0 |     25 | 25753 |
| 12.0 <> 12.5 |     24 | 20293 |
| 12.5 <> 13.0 |      0 |     0 |
| 13.0 <> 13.5 |      0 |     0 |
| 13.5 <> 14.0 |      0 |     0 |
| 14.0 <> 14.5 |      0 |     0 |
| 14.5 <> 15.0 |      0 |     0 |
| 15.0 <> 15.5 |      0 |     0 |
| 15.5 <> 16.0 |      0 |     0 |
| 16.0 <> 16.5 |      0 |     0 |
| 16.5 <> 17.0 |      0 |     0 |
| 17.0 <> 17.5 |     10 |  8912 |
| 17.5 <> 18.0 |     26 |  7628 |
| 18.0 <> 18.5 |     19 |  9900 |
| 18.5 <> 19.0 |     16 |  1317 |
| 19.0 <> 19.5 |     11 |  6268 |
| 19.5 <> 20.0 |      8 |  5793 |
| 20.0 <> 20.5 |      4 |  4376 |
| 20.5 <> 21.0 |     20 | 19303 |
| 21.0 <> 21.5 |     19 | 16379 |
| 21.5 <> 22.0 |     11 |  7449 |
| 22.0 <> 22.5 |      4 |  5744 |
| 22.5 <> 23.0 |     21 | 27142 |
| 23.0 <> 23.5 |     14 | 15490 |
| 23.5 <> 24.0 |     26 | 29089 |
| 24.0 <> 24.5 |      2 |  2851 |
| 24.5 <> 25.0 |      0 |     0 |
| 25.0 <> 25.5 |      0 |     0 |
| 25.5 <> 26.0 |      0 |     0 |
| 26.0 <> 26.5 |     15 |  3473 |
