4,0.000391000,0.000391000
5,0.000597000,0.000467000
6,0.005890000,0.005705000
8,0.396459000,0.390569000
9,0.396976000,0.332669000
10,0.397371000,0.000395000
13,0.894607000,0.494719000
15,1.307186000,0.000674000
19,1.798524000,0.000256000
20,1.798589000,0.000182000
21,1.801514000,0.003077000
23,1.900407000,0.000134000
25,1.900488000,0.000052000
28,1.901106000,0.000071000
29,2.173390000,0.371876000
30,2.236943000,0.335928000
32,4.257829000,0.210089000
33,4.258418000,0.000589000
35,4.420713000,0.160589000
37,4.430610000,0.000225000
43,4.550290000,0.058741000
44,4.550457000,0.000167000
46,4.580267000,0.092179000
47,4.580375000,0.000108000
48,4.580419000,0.090337000
49,4.580473000,0.000054000
50,4.630332000,0.079375000
52,4.630490000,0.000071000
56,4.745067000,0.054504000
57,4.745224000,0.000157000
60,4.871186000,0.125250000
61,4.890938000,0.144917000
63,4.910798000,0.000231000
65,4.921006000,0.000356000
67,4.931005000,0.000284000
69,4.931462000,0.000225000
71,4.970566000,0.000203000
73,4.991618000,0.000381000
75,5.000561000,0.000208000
77,5.010718000,0.000267000
79,5.031203000,0.000310000
81,5.031336000,0.000062000
83,5.060716000,0.000294000
85,5.070807000,0.000275000
87,5.100825000,0.000147000
89,5.101054000,0.000112000
91,5.111268000,0.000205000
95,5.130761000,0.000220000
99,5.151069000,0.000360000
101,5.171087000,0.000156000
103,5.181654000,0.000247000
106,5.200949000,0.000226000
108,5.210322000,0.000155000
110,5.250610000,0.000154000
113,5.270783000,0.000188000
116,5.291249000,0.000160000
119,5.321054000,0.000383000
125,5.341437000,0.216160000
126,5.341491000,0.000133000
127,5.341546000,0.000109000
128,5.341574000,0.215857000
129,5.341663000,0.000089000
130,5.341688000,0.205625000
131,5.341808000,0.000120000
132,5.341864000,0.202052000
133,5.341951000,0.000087000
134,5.341974000,0.155778000
135,5.342059000,0.000085000
136,5.342993000,0.001587000
152,5.373013000,0.040874000
153,5.373199000,0.000186000
158,5.570231000,0.225056000
162,5.593850000,0.000097000
165,5.610453000,0.000069000
168,5.625729000,0.000086000
171,5.641379000,0.000153000
174,5.661607000,0.000144000
177,5.670570000,0.000202000
180,5.680472000,0.000137000
183,5.777104000,0.430229000
184,5.800455000,0.452576000
186,5.800730000,0.000097000
188,5.810553000,0.000224000
191,5.869076000,0.520088000
193,5.891936000,0.542636000
195,5.900337000,0.000160000
196,5.985142000,0.634969000
197,6.010546000,0.659534000
199,6.010861000,0.000102000
202,6.137025000,0.784948000
203,6.170295000,0.817848000
205,6.171153000,0.000111000
206,6.307273000,0.953460000
207,6.367447000,1.013393000
208,6.367560000,0.998697000
209,6.367657000,0.000097000
211,6.367745000,0.000054000
213,6.367796000,0.000040000
214,6.379272000,1.009868000
215,6.379416000,0.000144000
219,6.551364000,1.175990000
220,6.607327000,1.231788000
221,6.610402000,1.216033000
222,6.610703000,0.000301000
226,6.620938000,0.000241000
228,6.631278000,0.000384000
230,6.643308000,0.000896000
232,6.650784000,0.000244000
234,6.651137000,0.000125000
235,6.651178000,1.064122000
236,6.651320000,0.000142000
237,6.801146000,1.117502000
240,6.820648000,0.000210000
243,6.840770000,0.000202000
246,6.850976000,0.000142000
249,6.870635000,0.000143000
252,6.880802000,0.000116000
255,6.891742000,0.000107000
258,6.917850000,0.000128000
261,6.930944000,0.000266000
264,6.940536000,0.000170000
267,6.966138000,0.000189000
270,6.968146000,0.000099000
273,6.985252000,0.000141000
276,7.012524000,1.158191000
277,7.012795000,0.000271000
278,7.012982000,1.142711000
280,7.013167000,0.000185000
281,7.013191000,0.892200000
282,7.013289000,0.000098000
283,7.013307000,0.908562000
284,7.013401000,0.000094000
285,7.013418000,0.569107000
286,7.013526000,0.000108000
287,7.013577000,0.629832000
288,7.013679000,0.000102000
292,7.043395000,0.430534000
293,7.050550000,0.437169000
295,7.050981000,0.000205000
296,7.052405000,0.041257000
298,7.091799000,0.000584000
299,7.137349000,0.124250000
300,7.137777000,0.000428000
302,7.250772000,0.236698000
304,7.251500000,0.000249000
306,7.261695000,0.000397000
308,7.262343000,0.000355000
310,7.292062000,0.000418000
312,7.293059000,0.000411000
314,7.301042000,0.000291000
316,7.301429000,0.000147000
318,7.310981000,0.000422000
320,7.321636000,0.000237000
322,7.331615000,0.000197000
323,7.331778000,0.317230000
325,7.331975000,0.000059000
327,7.340798000,0.000260000
329,7.350807000,0.000271000
331,7.361912000,0.000279000
333,7.362066000,0.000078000
335,7.370677000,0.000231000
337,7.380539000,0.000146000
339,7.393842000,0.000139000
341,7.409678000,0.000115000
343,7.409782000,0.000064000
344,7.409796000,0.270688000
346,7.421087000,0.000151000
348,7.421191000,0.000060000
350,7.432080000,0.000146000
352,7.432190000,0.000066000
353,7.432205000,0.415997000
355,7.432361000,0.000065000
357,7.447875000,0.000167000
359,7.449564000,0.000117000
361,7.460625000,0.000156000
363,7.460741000,0.000066000
365,7.470556000,0.000166000
367,7.480357000,0.000151000
369,7.487448000,0.000174000
371,7.487570000,0.000068000
373,7.500811000,0.000224000
376,7.653181000,0.063691000
377,7.653555000,0.000374000
379,7.668094000,0.000221000
381,7.671366000,0.000142000
383,7.685810000,0.000136000
385,7.685892000,0.000046000
387,7.685991000,0.000081000
389,7.686056000,0.000045000
391,7.695884000,0.000139000
393,7.695965000,0.000050000
395,7.696024000,0.000042000
397,7.696109000,0.000070000
399,7.707361000,0.000176000
402,7.710715000,0.000176000
405,7.720560000,0.000060000
407,7.720753000,0.000165000
408,7.763226000,0.154258000
409,7.763423000,0.000197000
431,7.981106000,0.168635000
432,7.981266000,0.000160000
433,7.991037000,0.179559000
435,7.991316000,0.000090000
437,7.991426000,0.000064000
438,8.000251000,0.198492000
439,8.000440000,0.000189000
440,8.040428000,0.227206000
442,8.050548000,0.000146000
444,8.061996000,0.000356000
449,8.074894000,0.003574000
451,8.100854000,0.283790000
452,8.101244000,0.000390000
454,8.170797000,0.348638000
455,8.171150000,0.000353000
457,8.171329000,0.000116000
459,8.250372000,0.418256000
460,8.250513000,0.000141000
462,8.268072000,0.000156000
464,8.268169000,0.000056000
466,8.268231000,0.000050000
468,8.268284000,0.000043000
470,8.268336000,0.000042000
472,8.281611000,0.000141000
474,8.281700000,0.000051000
476,8.281754000,0.000041000
478,8.350773000,0.509765000
479,8.350922000,0.000149000
481,8.350999000,0.000049000
483,8.351048000,0.000039000
485,8.500644000,0.658757000
486,8.500792000,0.000148000
488,8.500879000,0.000056000
490,8.511093000,0.000143000
492,8.511192000,0.000067000
494,8.640792000,0.792599000
496,8.640978000,0.000066000
498,8.641061000,0.000048000
501,8.783246000,0.932494000
503,8.791399000,0.000231000
505,8.791778000,0.000245000
507,8.800448000,0.000153000
509,8.800545000,0.000054000
511,8.810165000,0.954430000
512,8.810354000,0.000189000
513,8.810390000,0.954181000
514,8.810465000,0.000075000
516,8.811064000,0.955047000
517,8.811163000,0.000099000
521,8.839027000,0.982643000
522,8.839200000,0.000173000
524,8.893039000,1.036486000
525,8.893219000,0.000180000
527,8.896907000,1.036987000
528,8.897031000,0.000124000
530,8.930424000,1.070172000
531,8.930608000,0.000184000
532,8.930643000,1.069811000
533,8.930715000,0.000072000
534,8.930733000,1.070175000
535,8.930793000,0.000060000
536,8.930809000,1.069694000
537,8.930869000,0.000060000
542,9.040929000,0.961835000
544,9.041154000,0.000079000
546,9.043534000,0.002344000
547,9.110992000,1.007095000
549,9.111217000,0.000074000
552,9.130830000,0.000066000
554,9.220294000,1.046543000
555,9.222471000,0.002177000
556,9.270711000,0.987301000
558,9.270971000,0.000094000
560,9.370296000,1.017315000
561,9.372386000,0.002090000
562,9.430275000,0.918166000
563,9.432311000,0.002036000
569,9.550916000,0.903937000
571,9.551139000,0.000078000
574,9.571510000,0.000082000
577,9.571634000,0.000056000
579,9.591036000,0.860685000
580,9.591153000,0.000117000
581,9.627327000,0.036410000
582,9.652051000,0.850605000
584,9.652283000,0.000100000
587,9.660425000,0.000136000
