name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,total_page_size,num_objects,rtt_mean,rtt_std_deviation,pageLoadTime,signalStrength
withoutads_toi,,,0.10883100000000034,0.04071200000000008,0.5185560000000002,116.926,723112,121,0.3717629054054056,0.7574582178909708,0,0
withads_toi,,,0.04912600000000111,1.8548700000000053,16.002128,208.21,1153426,188,0.5558051075338056,3.777365062232036,0,0
