name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
adblocked_toi,,,0.04077099999999945,0.04330600000000029,0.5713819999999998,286.486,0.07309467249417247,0.18421990857466392
toi,,,0.040022000000000446,0.06417600000000334,8.733812999999998,271.336,0.058585955338450776,0.17656607731018692
