0.075223000,0.075223000
7.053258000,0.000275000
7.090992000,0.036167000
12.882600000,0.095050000
12.882720000,0.000120000
12.932760000,0.094739000
12.932889000,0.000129000
13.040572000,0.157207000
13.042613000,0.000039000
13.084573000,0.107037000
13.084659000,0.000026000
13.134703000,0.090432000
13.170862000,0.036159000
13.174955000,0.089185000
13.193902000,0.148970000
13.210864000,0.035909000
13.255174000,0.000117000
13.256221000,0.000101000
13.786725000,0.106099000
13.865048000,0.000148000
13.865120000,0.000035000
16.042634000,0.367180000
16.043369000,0.000735000
16.059057000,0.000479000
16.061099000,0.000308000
16.061328000,0.000177000
16.061515000,0.000157000
16.061702000,0.000156000
16.125123000,0.000125000
16.125190000,0.000037000
16.145092000,0.000102000
16.145145000,0.000030000
16.164962000,0.000102000
16.167053000,0.000111000
16.185514000,0.000125000
16.185582000,0.000042000
16.195104000,0.000125000
16.204879000,0.000133000
16.235203000,0.000107000
16.255596000,0.000123000
16.265218000,0.000104000
16.299367000,0.000101000
16.304971000,0.000130000
16.327216000,0.000141000
16.334991000,0.000172000
16.344985000,0.137610000
16.345234000,0.000249000
16.365570000,0.000137000
16.365680000,0.000074000
16.387083000,0.000144000
16.394402000,0.000151000
16.394440000,0.182474000
16.405140000,0.000157000
16.405177000,0.186760000
16.405282000,0.000105000
16.424751000,0.201324000
16.424907000,0.000156000
16.435653000,0.000139000
16.436099000,0.000076000
16.436111000,0.088982000
16.436177000,0.000066000
16.444800000,0.080959000
16.465984000,0.000200000
16.475462000,0.000098000
16.485081000,0.000146000
16.485157000,0.000042000
16.495261000,0.000154000
16.495424000,0.000075000
16.505676000,0.000175000
16.505764000,0.000048000
16.505773000,0.114083000
16.505894000,0.000121000
16.505927000,0.030689000
16.514724000,0.000102000
16.525137000,0.119747000
16.525263000,0.000126000
16.525333000,0.000044000
16.525379000,0.000037000
16.535198000,0.000140000
16.535274000,0.000047000
16.535283000,0.150495000
16.535355000,0.000072000
16.535410000,0.000042000
16.584899000,0.186286000
16.585044000,0.000145000
16.595259000,0.000114000
16.595324000,0.000040000
16.605064000,0.000127000
16.605144000,0.000049000
16.614943000,0.000090000
16.616756000,0.000088000
16.625187000,0.000120000
16.744867000,0.248473000
16.744974000,0.000107000
16.756013000,0.092022000
16.757259000,0.000105000
16.757284000,0.130187000
16.757410000,0.000126000
16.758004000,0.116950000
16.758119000,0.089546000
16.758211000,0.000092000
16.764671000,0.098479000
16.764822000,0.000151000
16.944843000,0.064603000
16.955081000,0.000085000
16.955098000,0.069807000
16.964861000,0.000090000
16.980959000,0.072591000
16.981128000,0.000169000
16.995098000,0.000178000
17.005747000,0.000158000
17.005906000,0.000115000
17.006002000,0.000068000
17.006078000,0.131683000
17.006224000,0.000075000
17.025404000,0.000218000
17.025523000,0.000079000
17.029116000,0.000152000
17.029217000,0.000071000
17.035248000,0.000182000
17.045201000,0.000138000
17.045348000,0.000110000
17.055246000,0.000163000
17.055390000,0.000100000
17.065677000,0.000165000
17.065843000,0.000113000
17.065935000,0.167520000
17.066054000,0.000119000
17.075275000,0.000119000
17.084742000,0.118614000
17.084876000,0.000134000
17.215138000,0.076709000
17.215314000,0.000176000
17.215388000,0.000044000
17.394878000,0.120485000
17.394997000,0.000119000
17.464863000,0.309395000
17.464974000,0.000111000
17.656837000,0.303797000
17.657030000,0.000193000
17.777048000,0.311542000
17.785279000,0.000232000
17.924833000,0.053912000
17.925167000,0.000334000
19.605915000,0.039165000
19.953063000,0.152622000
19.953274000,0.000211000
19.961702000,0.000222000
19.961844000,0.000097000
19.961948000,0.000083000
19.962028000,0.000066000
19.976241000,0.000228000
19.976374000,0.000080000
19.976531000,0.000129000
