106.211.78.227,96.17.182.40,378832,10.748562000,
106.211.78.227,31.13.79.1,54241,53.217656000,
106.211.78.227,96.17.182.65,110437,25.206832000,
173.194.36.109,106.211.78.227,102115,32.406447000,
184.31.3.206,106.211.78.227,47724,98.370850000,
184.31.209.224,106.211.78.227,60584,80.141958000,
184.25.47.139,106.211.78.227,65132,80.131326000,
122.160.120.56,106.211.78.227,9421,5.549527000,
106.211.78.227,65.54.82.149,48351,82.102399000,
173.194.36.90,106.211.78.227,30910,25.780835000,
106.211.78.227,96.17.182.73,6235,25.186935000,
106.211.78.227,96.17.182.67,24424,82.192952000,
106.211.78.227,96.17.182.11,7526,71.592216000,
106.211.78.227,31.13.79.17,14505,70.713336000,
223.165.31.12,106.211.78.227,14037,25.301979000,
106.211.78.227,54.243.47.172,2952,1.003033000,
223.165.26.45,106.211.78.227,10048,82.112636000,
184.25.34.110,106.211.78.227,14347,82.197337000,
106.211.78.227,96.17.182.57,2544,25.684508000,
173.194.36.104,106.211.78.227,9748,55.603802000,
106.211.78.227,96.17.182.66,4705,25.765616000,
173.194.36.89,106.211.78.227,16158,25.374091000,
106.211.78.227,54.243.145.108,3311,0.750350000,
223.165.25.20,106.211.78.227,6163,32.443557000,
106.211.78.227,50.22.231.38,2130,5.721163000,
223.165.31.15,106.211.78.227,2459,25.202017000,
106.211.78.227,74.125.135.95,1732,25.209433000,
184.73.248.106,106.211.78.227,2535,82.389262000,
106.211.78.227,23.35.34.127,5105,80.108767000,
106.211.78.227,98.124.156.54,1180,0.016283000,
184.73.194.227,106.211.78.227,1940,99.123694000,
223.165.30.26,106.211.78.227,1160,72.533085000,
115.112.206.17,106.211.78.227,1160,72.531407000,
106.211.78.227,23.35.36.211,2272,25.109739000,
223.165.24.181,106.211.78.227,3554,28.821676000,
106.211.78.227,96.17.182.43,3607,25.378898000,
106.211.78.227,23.21.95.104,1807,6.187092000,
106.211.78.227,96.17.182.16,848,98.370466000,
106.211.78.227,96.17.182.19,4511,80.118785000,
173.194.36.111,106.211.78.227,1613,4.015207000,
174.129.219.231,106.211.78.227,708,115.789437000,
184.73.175.201,106.211.78.227,708,115.525628000,
173.194.36.77,106.211.78.227,4499,27.907682000,
106.211.78.227,65.54.82.150,560,82.387659000,
223.165.26.120,106.211.78.227,572,72.842090000,
106.211.78.227,74.125.128.188,1139,32.499535000,
173.194.36.91,106.211.78.227,3250,28.500158000,
106.211.78.227,96.17.182.48,1235,61.531988000,
106.211.78.227,74.125.236.25,492,25.810186000,
106.211.78.227,96.17.182.9,424,81.569426000,
203.199.89.9,106.211.78.227,360,72.592580000,
106.211.78.227,23.23.172.8,424,28.792412000,
106.211.78.227,54.235.79.95,424,28.430671000,
184.73.178.248,106.211.78.227,424,28.144410000,
173.194.36.73,106.211.78.227,2116,25.378082000,
106.211.78.227,23.35.33.224,1247,98.919523000,
106.211.78.227,54.251.44.204,292,104.213859000,
223.165.25.205,106.211.78.227,1247,31.075857000,
106.211.78.227,72.8.180.58,112,0.000000000,
184.173.179.34,106.211.78.227,76,125.604662000,
