27.60.129.157,74.125.236.20,204,0.000000000,0.2631,0 objects
27.60.129.157,74.125.236.24,68,0.000738000,0.0000,0 objects
27.60.129.157,74.125.236.24,204,0.000964000,0.2941,0 objects
