96.17.182.40,27.60.1.124,296077,27.669761000,
122.160.120.56,27.60.1.124,31580,5.125174000,
31.13.79.1,27.60.1.124,75763,95.939028000,
173.194.36.90,27.60.1.124,117131,38.994897000,
173.194.36.82,27.60.1.124,37284,15.247498000,
96.17.182.65,27.60.1.124,63505,38.994179000,
173.194.36.77,27.60.1.124,30987,31.759719000,
96.17.182.25,27.60.1.124,37747,191.188410000,
31.13.79.17,27.60.1.124,27276,91.141674000,
96.17.182.66,27.60.1.124,45382,36.336248000,
118.215.159.139,27.60.1.124,66847,91.139593000,
68.232.44.139,27.60.1.124,59598,91.143554000,
122.252.138.110,27.60.1.124,32797,95.936571000,
184.31.3.206,27.60.1.124,46322,94.552700000,
96.17.182.57,27.60.1.124,22794,28.463802000,
173.194.36.122,27.60.1.124,20390,28.301158000,
173.194.36.79,27.60.1.124,12611,28.125870000,
223.165.24.181,27.60.1.124,8215,35.484629000,
65.54.82.162,27.60.1.124,39241,91.404874000,
223.165.25.20,27.60.1.124,8369,38.699440000,
98.124.156.54,27.60.1.124,11105,48.678727000,
96.17.182.48,27.60.1.124,10064,43.041649000,
202.56.230.7,27.60.1.124,11967,12.315609000,
223.165.26.45,27.60.1.124,11875,91.410064000,
173.194.36.70,27.60.1.124,12830,103.429744000,
96.17.182.41,27.60.1.124,5266,28.297814000,
173.194.36.89,27.60.1.124,4797,32.013309000,
223.165.31.12,27.60.1.124,12299,28.480515000,
27.60.1.124,23.35.36.211,4792,28.122621000,
68.232.45.253,27.60.1.124,21038,12.729605000,
173.194.36.65,27.60.1.124,4012,28.294789000,
173.194.36.121,27.60.1.124,6469,88.362767000,
173.194.38.162,27.60.1.124,2056,28.536984000,
223.165.31.15,27.60.1.124,2563,28.470601000,
50.19.107.188,27.60.1.124,1852,35.124741000,
173.194.36.123,27.60.1.124,5828,34.916776000,
63.116.58.148,27.60.1.124,5280,112.435514000,
50.22.231.36,27.60.1.124,2198,102.585355000,
74.125.135.95,27.60.1.124,1416,28.475385000,
173.252.73.52,27.60.1.124,1452,91.378675000,
50.17.220.165,27.60.1.124,3699,34.878435000,
50.22.231.41,27.60.1.124,1858,242.684356000,
115.112.206.17,27.60.1.124,1372,199.666593000,
173.194.36.113,27.60.1.124,4665,45.596640000,
199.217.116.36,27.60.1.124,2286,5.325152000,
54.225.88.114,27.60.1.124,1899,201.093583000,
96.17.182.11,27.60.1.124,1160,92.147642000,
65.54.82.175,27.60.1.124,1120,91.642815000,
50.17.243.165,27.60.1.124,1934,91.357115000,
96.17.182.9,27.60.1.124,1136,42.233495000,
27.60.1.124,23.23.212.172,1570,5.126101000,
27.60.1.124,23.21.128.184,1060,200.847949000,
96.17.182.32,27.60.1.124,1052,91.792930000,
107.22.230.82,27.60.1.124,1004,35.290218000,
184.73.247.29,27.60.1.124,916,91.592552000,
96.17.182.19,27.60.1.124,6821,91.138075000,
74.125.128.188,27.60.1.124,2710,62.038978000,
174.129.198.92,27.60.1.124,3168,0.898581000,
107.20.164.42,27.60.1.124,1439,0.000000000,
27.60.1.124,23.35.34.127,4504,90.903388000,
96.17.182.16,27.60.1.124,424,206.020270000,
96.17.182.18,27.60.1.124,424,205.689334000,
96.17.182.42,27.60.1.124,424,100.516005000,
27.60.1.124,23.11.235.43,2131,91.408241000,
27.60.1.124,23.35.33.224,1179,97.770788000,
96.17.182.17,27.60.1.124,204,59.169426000,
173.194.38.180,27.60.1.124,112,35.523844000,
