110.225.91.4,96.17.182.65,735966,0.000000000,
110.225.91.4,96.17.182.66,172473,2.930592000,
173.194.36.109,110.225.91.4,124384,25.312750000,
110.225.91.4,96.17.182.40,63741,2.810849000,
110.225.91.4,96.17.182.27,72717,28.073574000,
118.215.159.139,110.225.91.4,64819,48.524292000,
110.225.91.4,31.13.79.17,27323,37.414663000,
110.225.91.4,74.125.135.95,38502,3.134305000,
110.225.91.4,96.17.182.32,5360,28.219173000,
122.160.120.56,110.225.91.4,8719,2.821115000,
223.165.25.20,110.225.91.4,11696,3.413632000,
173.194.36.89,110.225.91.4,48015,19.363750000,
173.194.36.69,110.225.91.4,39692,3.423420000,
110.225.91.4,98.124.156.54,13456,10.152482000,
110.225.91.4,23.35.65.224,30580,53.422667000,
223.165.31.12,110.225.91.4,11000,2.928974000,
173.194.36.77,110.225.91.4,30273,18.941579000,
110.225.91.4,96.17.182.48,14538,9.839255000,
223.165.31.15,110.225.91.4,2567,3.065396000,
173.194.36.79,110.225.91.4,6159,2.937103000,
110.225.91.4,96.17.182.9,6730,48.270281000,
110.225.91.4,96.17.182.58,5542,19.109525000,
184.73.194.227,110.225.91.4,2002,60.580867000,
202.56.230.7,110.225.91.4,4131,7.934129000,
173.194.36.122,110.225.91.4,4853,20.681233000,
110.225.91.4,96.17.182.57,2469,3.045701000,
184.73.247.29,110.225.91.4,848,60.845036000,
223.165.25.205,110.225.91.4,1612,24.296326000,
173.194.36.92,110.225.91.4,2937,21.101800000,
115.112.207.40,110.225.91.4,648,40.750486000,
110.225.91.4,31.13.79.1,657,37.405548000,
110.225.91.4,23.35.34.127,4504,48.258534000,
110.225.91.4,96.17.182.16,424,44.499550000,
110.225.91.4,74.125.128.188,406,45.864830000,
