name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
m-toi,timesofindia.com,http://m.timesofindia.com/,0.06458600000000002,0.052647,0.639931,105.802,0.14347710772357708,0.4265607063830309
toi,,,0.067774,0.05097900000000166,6.43938,111.168,0.11674219531249992,0.28188853775175937
m-nytimes,www.nytimes.com,http://mobile.nytimes.com/,0.5243540000000024,0.3671459999999911,1.9354900000000015,67.628,0.21071795135135146,0.44084366488700394
nytimes,www.nytimes.com,http://www.nytimes.com/,0.5243540000000024,0.3245160000000027,0.0026749999999964302,146.238,0.4927114336248011,1.8093555692676189
m-cricinfo,www.cricinfo.com,http://m.espncricinfo.com/,1.173626000000013,0.41962100000000646,2.6000449999999944,70.292,0.42717547138964557,1.1259572546318037
cricinfo,www.cricinfo.com,http://www.espncricinfo.com/,1.173626000000013,0.10828999999998246,1.603917999999993,111.322,0.16281266881287706,0.386251267647598
