name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
m-toi,timesofindia.com,http://m.timesofindia.com/,0.919041,0.056864000000000026,1.6621850000000005,285.582,0.048462985029940155,0.14207920197301996
toi,,,0.05629599999999968,0.04653300000000016,0.5931410000000028,250.69,0.05151573434535096,0.10279512185023132
m-nytimes,www.nytimes.com,http://mobile.nytimes.com/,0.7208690000000004,0.3495180000000033,2.5006309999999985,121.588,0.1333629857651245,0.25437656952434684
nytimes,www.nytimes.com,http://www.nytimes.com/,0.7208690000000004,0.9159289999999984,0.003452000000002897,711.754,0.06921780985306837,0.2050815692447127
m-cricinfo,www.cricinfo.com,http://m.espncricinfo.com/,0.8065059999999988,0.29974599999999896,1.8997109999999964,414.784,0.05116504181600957,0.14865446277851324
cricinfo,www.cricinfo.com,http://www.espncricinfo.com/,0.8065059999999988,0.053338000000010766,1.4220119999999952,834.446,0.0396896388474913,0.08672907516929387
