name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
m-toi,timesofindia.com,http://m.timesofindia.com/,0.060668000000000014,0.10942000000000007,6.543468,232.704,0.1271607749360614,0.30776466715344714
toi,,,0.3208309999999983,0.049755999999995026,2.60676500000001,205.894,0.25590676394597767,0.6485727514320614
m-nytimes,www.nytimes.com,http://mobile.nytimes.com/,0.5355920000000083,0.44244000000000483,2.7383509999999944,138.304,0.15504158881578947,0.28366047972678105
nytimes,www.nytimes.com,http://www.nytimes.com/,0.5355920000000083,0.6169489999999911,0.002803999999997586,705.768,0.04751613539098745,0.30428738775991265
m-cricinfo,www.cricinfo.com,http://m.espncricinfo.com/,0.43479500000000826,0.46544099999999844,2.06501099999997,530.184,0.07002963853904277,0.32807843055064173
cricinfo,www.cricinfo.com,http://www.espncricinfo.com/,0.43479500000000826,0.19013200000000552,0.5611769999999865,486.948,0.12936582651621986,0.5948103109456561
