dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
0.06246199999999999,0.05891100000000016,6.435727,234.932,0.06035584866468846,0.19102435824283479
0.07942500000000052,0.03845400000000154,0.4317410000000024,314.316,0.08045142247332082,0.34276676328475675
0.37731500000001006,0.4425689999999918,1.5466610000000003,170.388,0.1224562086720868,0.20114955438053447
0.37731500000001006,0.33945500000000095,0.0007319999999992888,681.392,0.056450082875457865,0.18375634299142277
0.619940999999983,0.35146499999999037,1.9680790000000172,557.306,0.07412370080862539,0.2170099376846902
0.619940999999983,0.041287000000011176,1.5037930000000017,674.58,0.05461516511730852,0.14025387661386107
0.919041,0.056864000000000026,1.6621850000000005,285.582,0.048462985029940155,0.14207920197301996
0.05629599999999968,0.04653300000000016,0.5931410000000028,250.69,0.05151573434535096,0.10279512185023132
0.7208690000000004,0.3495180000000033,2.5006309999999985,121.588,0.1333629857651245,0.25437656952434684
0.7208690000000004,0.9159289999999984,0.003452000000002897,711.754,0.06921780985306837,0.2050815692447127
0.8065059999999988,0.29974599999999896,1.8997109999999964,414.784,0.05116504181600957,0.14865446277851324
0.8065059999999988,0.053338000000010766,1.4220119999999952,834.446,0.0396896388474913,0.08672907516929387
5.7220759999999995,0.06463000000000019,0.595466,356.124,0.06018102222222221,0.22785139373074714
0.05091200000000384,0.03843599999999725,0.4568299999999965,215.418,0.08456915664845177,0.25235457657602883
0.12522999999998774,0.42862299999998754,1.6067230000000166,115.49,0.2328869228486647,0.4930972237109752
0.19820700000000002,0.03919000000000006,0.5006020000000002,242.306,0.10505425515463918,0.32485948168375756
0.039397000000001015,0.061348999999999876,6.261983000000001,298.47,0.1569109515837104,0.48511340366695793
0.056360999999999994,0.20096800000000004,0.639426,82.484,0.17391150322580656,0.5549214028506777
0.06421399999999267,0.08976499999999987,0.8366470000000135,116.194,0.17040926584976,0.5681880182712261
0.3712500000000034,0.3513980000000032,2.4592199999999877,63.368,0.7155442236421726,2.576329779867284
0.3712500000000034,0.5814579999999978,0.0010019999999997253,135.654,0.6044946230828225,1.9777088974730461
0.13715300000001207,0.3501080000000343,0.9007709999999634,71.066,0.5563256679687503,1.755001186928285
0.13715300000001207,0.16039499999999407,0.3418169999999918,85.91,0.7567976786216591,4.326332886005808
0.11529200000000017,0.1295099999999998,1.9304839999999999,74.446,0.21541359362549797,0.48160164935793665
0.0599860000000092,0.08870000000000289,2.079166999999984,82.006,0.9324829628146464,2.9936367802830213
3.0484130000000107,0.5864179999999806,8.53286700000001,63.05,0.9841586815415824,2.9713592175271244
3.0484130000000107,0.4627059999999972,0.0029059999999958563,67.424,3.592164175298806,10.294827664346752
0.41214899999999943,0.47262100000000373,1.8825219999999945,71.446,1.336879531165312,7.584057729308546
0.41214899999999943,0.05240100000003167,1.432260000000042,95.822,0.5577304798890441,3.245191846324238
0.06458600000000002,0.052647,0.639931,105.802,0.14347710772357708,0.4265607063830309
0.067774,0.05097900000000166,6.43938,111.168,0.11674219531249992,0.28188853775175937
0.5243540000000024,0.3671459999999911,1.9354900000000015,67.628,0.21071795135135146,0.44084366488700394
0.5243540000000024,0.3245160000000027,0.0026749999999964302,146.238,0.4927114336248011,1.8093555692676189
1.173626000000013,0.41962100000000646,2.6000449999999944,70.292,0.42717547138964557,1.1259572546318037
1.173626000000013,0.10828999999998246,1.603917999999993,111.322,0.16281266881287706,0.386251267647598
0.072435,0.10421600000000009,1.330457,161.07,0.7611507099567096,3.520078231873378
0.07515600000000688,0.06666699999999537,0.9177919999999915,222.324,0.25815529415204685,0.8190201844813162
2.645341000000002,0.3536229999999989,9.96989499999998,64.474,1.1726448412322286,4.730167381446422
2.645341000000002,0.41621000000000663,0.003497999999979129,150.768,2.503396223206376,13.061277065709817
1.7448309999999765,0.29823899999996684,1.842471000000046,241.04,1.3107371931818184,7.200696882225373
1.7448309999999765,0.06601799999998548,1.281312000000014,177.958,0.24100287674511336,2.221949663177342
0.2708269999999997,0.15934899999999885,12.454631,97.558,0.9799997301136361,3.074066462252796
0.06832800000000816,0.18854399999999316,4.426536999999996,184.808,0.35587721529919797,1.3240687770341404
2.205445999999995,0.5294820000000016,7.59462400000001,91.14,0.6871756694915259,1.8562920453428835
2.205445999999995,0.3628439999999955,0.00291400000000408,239.796,2.3752923918918927,7.1977311219562425
0.1262890000000425,0.43346199999996315,6.899461999999971,318.988,0.2927741089361701,0.7068763173303558
0.060668000000000014,0.10942000000000007,6.543468,232.704,0.1271607749360614,0.30776466715344714
0.3208309999999983,0.049755999999995026,2.60676500000001,205.894,0.25590676394597767,0.6485727514320614
0.5355920000000083,0.44244000000000483,2.7383509999999944,138.304,0.15504158881578947,0.28366047972678105
0.5355920000000083,0.6169489999999911,0.002803999999997586,705.768,0.04751613539098745,0.30428738775991265
0.43479500000000826,0.46544099999999844,2.06501099999997,530.184,0.07002963853904277,0.32807843055064173
0.43479500000000826,0.19013200000000552,0.5611769999999865,486.948,0.12936582651621986,0.5948103109456561
0.040267999999999984,0.03704299999999994,0.427198,234.444,0.035095117845117846,0.07373691891661922
0.039300999999998254,0.036429999999999296,0.38664500000000146,283.858,0.04197212965340178,0.08070775910978042
1.3311120000000045,0.46502399999999966,2.6915249999999986,129.822,0.10689218181818182,0.1906134458299747
1.3311120000000045,0.6025410000000022,0.0007979999999960796,985.678,0.07459601120206821,0.23274097337270216
0.5810930000000099,0.37333000000000993,2.0864699999999914,444.352,0.04814873333333331,0.1304798226263282
0.5810930000000099,0.0473389999999938,1.4078039999999987,438.392,0.04506883052391797,0.10044631157582919
