name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
m-toi,timesofindia.com,http://m.timesofindia.com/,0.072435,0.10421600000000009,1.330457,161.07,0.7611507099567096,3.520078231873378
toi,,,0.07515600000000688,0.06666699999999537,0.9177919999999915,222.324,0.25815529415204685,0.8190201844813162
m-nytimes,www.nytimes.com,http://mobile.nytimes.com/,2.645341000000002,0.3536229999999989,9.96989499999998,64.474,1.1726448412322286,4.730167381446422
nytimes,www.nytimes.com,http://www.nytimes.com/,2.645341000000002,0.41621000000000663,0.003497999999979129,150.768,2.503396223206376,13.061277065709817
m-cricinfo,www.cricinfo.com,http://m.espncricinfo.com/,1.7448309999999765,0.29823899999996684,1.842471000000046,241.04,1.3107371931818184,7.200696882225373
cricinfo,www.cricinfo.com,http://www.espncricinfo.com/,1.7448309999999765,0.06601799999998548,1.281312000000014,177.958,0.24100287674511336,2.221949663177342
