name,first_dns_addr,first_get_addr,dns_lookup_time,tcp_handshake_time,redirection_time,peak_bandwidth,rtt_mean,rtt_std_deviation
m-toi,timesofindia.com,http://m.timesofindia.com/,0.11529200000000017,0.1295099999999998,1.9304839999999999,74.446,0.21541359362549797,0.48160164935793665
toi,,,0.0599860000000092,0.08870000000000289,2.079166999999984,82.006,0.9324829628146464,2.9936367802830213
m-nytimes,www.nytimes.com,http://mobile.nytimes.com/,3.0484130000000107,0.5864179999999806,8.53286700000001,63.05,0.9841586815415824,2.9713592175271244
nytimes,www.nytimes.com,http://www.nytimes.com/,3.0484130000000107,0.4627059999999972,0.0029059999999958563,67.424,3.592164175298806,10.294827664346752
m-cricinfo,www.cricinfo.com,http://m.espncricinfo.com/,0.41214899999999943,0.47262100000000373,1.8825219999999945,71.446,1.336879531165312,7.584057729308546
cricinfo,www.cricinfo.com,http://www.espncricinfo.com/,0.41214899999999943,0.05240100000003167,1.432260000000042,95.822,0.5577304798890441,3.245191846324238
