106.205.93.239,107.20.164.39,1393,0.000000000,0.9056,1 objects with urls like: http://data.mobclix.com/post/config?p=android&a=B2...
106.205.93.239,23.23.212.246,2553,0.483857000,1.7003,1 objects with urls like: http://ads.mobclix.com/?p=android&i=B2AA25CC-205D-...
106.205.93.239,204.236.220.251,1193,1.993861000,1.1568,1 objects with urls like: http://s.mobclix.com/imp?rid=853587b1056840f092b3c...
223.181.23.126,106.205.93.239,248,5.370801000,0.5888,0 objects
106.205.93.239,74.125.236.23,2609,9.716875000,0.6848,2 objects with urls like: http://www.google.co.in/m/gne/suggest/v2?q=t&hl=en...
106.205.93.239,96.17.182.65,52219,11.269038000,3.6417,2 objects with urls like: http://timesofindia.indiatimes.com/	11.325049000...
106.205.93.239,96.17.182.65,16048,11.640468000,3.2703,1 objects with urls like: http://timesofindia.indiatimes.com/default_b2_styl...
106.205.93.239,96.17.182.65,7367,11.646648000,3.5873,1 objects with urls like: http://timesofindia.indiatimes.com/default_b2_glbl...
106.205.93.239,96.17.182.65,48561,11.647234000,7.5446,4 objects with urls like: http://timesofindia.indiatimes.com/timestrendstopc...
106.205.93.239,96.17.182.65,103869,11.647761000,9.0538,4 objects with urls like: http://timesofindia.indiatimes.com/before_body_js....
106.205.93.239,96.17.182.65,2049,11.648976000,2.8718,1 objects with urls like: http://timesofindia.indiatimes.com/double_google_a...
106.205.93.239,96.17.182.65,1946,11.650989000,2.8931,1 objects with urls like: http://timesofindia.indiatimes.com/double_google_a...
106.205.93.239,96.17.182.65,424,12.112278000,2.4300,0 objects
106.205.93.239,223.165.31.15,1294,12.146941000,1.2041,1 objects with urls like: http://ads.indiatimes.com/ads.dll/genptypead?sloti...
106.205.93.239,223.165.31.12,1818,12.150152000,3.4908,1 objects with urls like: http://netspiderads3.indiatimes.com/ads.dll/getjso...
106.205.93.239,96.17.182.65,424,12.151536000,2.7591,0 objects
106.205.93.239,96.17.182.65,424,12.152599000,2.7581,0 objects
106.205.93.239,223.165.31.15,416,12.395867000,2.8644,0 objects
106.205.93.239,223.165.31.12,416,12.398717000,3.2422,0 objects
106.205.93.239,96.17.182.73,2224,12.452483000,2.7655,1 objects with urls like: http://static.rewards.indiatimes.com/js/lb.js	12.8...
106.205.93.239,96.17.182.41,5319,13.142412000,4.6386,3 objects with urls like: http://b.scorecardresearch.com/beacon.js	13.694807...
106.205.93.239,74.125.236.33,19644,13.143718000,4.6376,2 objects with urls like: http://www.google-analytics.com/ga.js	13.696353000...
106.205.93.239,74.125.236.25,15000,13.144178000,4.4770,1 objects with urls like: http://www.googletagservices.com/tag/js/gpt.js	13....
106.205.93.239,74.125.236.13,23501,14.522785000,3.2584,1 objects with urls like: http://partner.googleadservices.com/gampad/google_...
106.205.93.239,96.17.182.65,2711,15.193256000,3.1570,1 objects with urls like: http://timesofindia.indiatimes.com/photo/13820331....
106.205.93.239,96.17.182.65,4314,15.194665000,6.2263,1 objects with urls like: http://timesofindia.indiatimes.com/thumb/18929343....
106.205.93.239,96.17.182.65,8643,15.196283000,5.5054,2 objects with urls like: http://timesofindia.indiatimes.com/photo/14649051....
106.205.93.239,96.17.182.65,11143,15.196780000,5.5050,1 objects with urls like: http://timesofindia.indiatimes.com/thumb/18949272....
106.205.93.239,96.17.182.65,3821,15.198408000,10.8931,1 objects with urls like: http://timesofindia.indiatimes.com/thumb/18945342....
106.205.93.239,96.17.182.65,5472,15.199215000,10.8922,1 objects with urls like: http://timesofindia.indiatimes.com/photo/18947988....
106.205.93.239,96.17.182.65,5906,15.200566000,10.8910,1 objects with urls like: http://timesofindia.indiatimes.com/photo/18945782....
106.205.93.239,96.17.182.65,5694,15.202144000,3.9859,1 objects with urls like: http://timesofindia.indiatimes.com/photo/18945806....
106.205.93.239,96.17.182.65,1597,15.202768000,3.9911,1 objects with urls like: http://timesofindia.indiatimes.com/photo/4580293.c...
106.205.93.239,96.17.182.65,2733,15.203596000,5.5067,2 objects with urls like: http://timesofindia.indiatimes.com/photo/17489305....
106.205.93.239,96.17.182.65,5070,15.205109000,5.5560,2 objects with urls like: http://timesofindia.indiatimes.com/photo/11350517....
106.205.93.239,96.17.182.65,3527,15.206129000,3.9937,1 objects with urls like: http://timesofindia.indiatimes.com/photo.cms?msid=...
106.205.93.239,96.17.182.65,14971,15.207508000,6.4541,2 objects with urls like: http://timesofindia.indiatimes.com/photo/18728895....
106.205.93.239,96.17.182.65,8334,15.208293000,5.5019,2 objects with urls like: http://timesofindia.indiatimes.com/photo/17767460....
106.205.93.239,96.17.182.65,21964,15.210115000,5.5513,3 objects with urls like: http://timesofindia.indiatimes.com/photo/11964050....
106.205.93.239,96.17.182.65,9583,15.211047000,5.4909,1 objects with urls like: http://timesofindia.indiatimes.com/photo.cms?msid=...
106.205.93.239,74.125.236.26,8165,15.220452000,5.4810,1 objects with urls like: http://pubads.g.doubleclick.net/gampad/ads?gdfp_re...
106.205.93.239,74.125.236.15,5830,15.260965000,33.2498,0 objects
106.205.93.239,74.125.236.26,580,15.414561000,2.8256,0 objects
106.205.93.239,74.125.236.15,580,15.440626000,2.7996,0 objects
106.205.93.239,223.165.31.12,3656,17.425444000,4.2954,2 objects with urls like: http://netspiderads3.indiatimes.com/ads.dll/getad?...
106.205.93.239,223.165.31.12,4124,17.428681000,4.2819,2 objects with urls like: http://netspiderads3.indiatimes.com/ads.dll/getad?...
106.205.93.239,223.165.31.12,416,17.676555000,3.0851,0 objects
106.205.93.239,96.17.182.74,2981,17.732055000,2.9691,1 objects with urls like: http://adscontent2.indiatimes.com/nsjsonrequest_v1...
106.205.93.239,74.125.236.28,1865,17.783127000,2.9182,1 objects with urls like: http://ad.doubleclick.net/N7176/adj/TOI/Google_Han...
106.205.93.239,96.17.182.73,21205,18.241253000,3.4089,2 objects with urls like: http://adscontent3.indiatimes.com/photo/11700367.c...
106.205.93.239,96.17.182.73,8366,18.241484000,3.3988,1 objects with urls like: http://adscontent3.indiatimes.com/photo/18832528.c...
106.205.93.239,202.79.210.121,4186,18.561163000,0.6406,1 objects with urls like: http://bs.serving-sys.com/BurstingPipe/adServer.bs...
106.205.93.239,74.125.236.25,10671,18.594014000,3.0562,1 objects with urls like: http://pagead2.googlesyndication.com/pagead/osd.js...
106.205.93.239,96.17.182.73,24217,18.651022000,11.1020,1 objects with urls like: http://adscontent3.indiatimes.com/photo/18922984.c...
106.205.93.239,202.79.210.121,1789,19.135416000,0.4167,1 objects with urls like: http://bs.serving-sys.com/BurstingPipe/adServer.bs...
106.205.93.239,96.17.182.50,108376,20.136288000,6.5642,4 objects with urls like: http://ds.serving-sys.com/BurstingCachedScripts/eb...
106.205.93.239,96.17.182.50,424,21.663756000,3.1370,0 objects
106.205.93.239,96.17.182.65,9192,21.940450000,5.3703,4 objects with urls like: http://timesofindia.indiatimes.com/criminiflash.cm...
106.205.93.239,223.165.25.20,6596,21.944485000,4.7467,1 objects with urls like: http://netspiderads2.indiatimes.com/ads.dll/getad?...
106.205.93.239,96.17.182.65,7294,21.946454000,4.7640,3 objects with urls like: http://timesofindia.indiatimes.com/configspace/ads...
106.205.93.239,223.165.25.20,2079,21.962552000,4.1292,1 objects with urls like: http://netspiderads2.indiatimes.com/ads.dll/getad?...
106.205.93.239,223.165.31.12,3630,21.965093000,4.7260,2 objects with urls like: http://netspiderads3.indiatimes.com/ads.dll/getad?...
106.205.93.239,96.17.182.65,27034,21.977398000,7.0472,4 objects with urls like: http://timesofindia.indiatimes.com/niftysensexhome...
106.205.93.239,96.17.182.65,54364,21.984457000,12.5863,8 objects with urls like: http://timesofindia.indiatimes.com/configspace/ads...
106.205.93.239,96.17.182.65,4865,22.049388000,5.2610,2 objects with urls like: http://timesofindia.indiatimes.com/photo/17572538....
106.205.93.239,74.125.236.25,89897,22.082845000,6.9399,2 objects with urls like: http://pagead2.googlesyndication.com/pagead/imgad?...
106.205.93.239,96.17.182.74,3724,22.338362000,4.3621,1 objects with urls like: http://adscontent2.indiatimes.com/googletiladsense...
106.205.93.239,74.125.236.25,28319,22.339578000,6.6831,2 objects with urls like: http://pagead2.googlesyndication.com/pagead/show_a...
106.205.93.239,96.17.182.65,1586,22.346149000,4.9560,1 objects with urls like: http://timesofindia.indiatimes.com/photo/4410559.c...
106.205.93.239,96.17.182.65,1738,22.347306000,4.9633,1 objects with urls like: http://timesofindia.indiatimes.com/photo/11790044....
106.205.93.239,96.17.182.65,8928,22.347744000,6.6769,2 objects with urls like: http://timesofindia.indiatimes.com/photo/11792444....
106.205.93.239,96.17.182.65,2848,22.348438000,4.9621,1 objects with urls like: http://timesofindia.indiatimes.com/shopadcode.cms	...
106.205.93.239,96.17.182.74,4611,22.398849000,4.9024,1 objects with urls like: http://adscontent2.indiatimes.com/googletiladsense...
106.205.93.239,96.17.182.74,16485,22.589302000,6.4333,1 objects with urls like: http://adscontent2.indiatimes.com/photo/18678217.c...
106.205.93.239,96.17.182.73,2476,22.615540000,4.6858,1 objects with urls like: http://static.rewards.indiatimes.com/fns/daily/dai...
106.205.93.239,96.17.182.74,424,22.721326000,3.9791,0 objects
106.205.93.239,96.17.182.65,3997,22.723115000,4.5877,1 objects with urls like: http://timesofindia.indiatimes.com/configspace/xml...
106.205.93.239,96.17.182.65,424,22.723573000,3.9867,0 objects
106.205.93.239,96.17.182.65,424,22.724386000,3.9860,0 objects
106.205.93.239,74.125.236.25,580,22.732600000,3.9680,0 objects
106.205.93.239,96.17.182.65,424,22.823365000,3.8870,0 objects
106.205.93.239,96.17.182.73,424,22.866875000,3.8433,0 objects
106.205.93.239,96.17.182.65,424,22.896891000,4.4046,0 objects
106.205.93.239,96.17.182.65,424,22.903018000,4.3987,0 objects
106.205.93.239,96.17.182.65,492,22.904589000,4.3971,0 objects
106.205.93.239,96.17.182.65,492,22.905150000,4.3967,0 objects
106.205.93.239,96.17.182.74,111766,23.421690000,10.4993,5 objects with urls like: http://card.cricket.timesofindia.indiatimes.com/cr...
106.205.93.239,192.150.16.64,1888,23.811222000,5.6996,1 objects with urls like: http://www.adobe.com/images/shared/download_button...
106.205.93.239,96.17.182.73,4453,26.141977000,3.8190,1 objects with urls like: http://mytimes.indiatimes.com/image/thumb/5/543579...
106.205.93.239,96.17.182.73,4517,26.142106000,3.6109,1 objects with urls like: http://mytimes.indiatimes.com/image/thumb/1/128104...
106.205.93.239,96.17.182.73,4696,26.144757000,3.8163,1 objects with urls like: http://mytimes.indiatimes.com/image/thumb/11/33990...
106.205.93.239,96.17.182.73,3737,26.145375000,3.8157,1 objects with urls like: http://mytimes.indiatimes.com/image/thumb/1/198046...
106.205.93.239,96.17.182.73,3991,26.145626000,3.8245,1 objects with urls like: http://mytimes.indiatimes.com/image/thumb/8/886746...
106.205.93.239,96.17.182.57,3536,27.601599000,3.8592,1 objects with urls like: http://wwwimages.adobe.com/www.adobe.com/images/sh...
106.205.93.239,74.125.236.89,1743,27.816189000,3.6447,1 objects with urls like: http://googleads.g.doubleclick.net/pagead/drt/s?v=...
106.205.93.239,74.125.236.89,3909,27.817164000,3.6438,1 objects with urls like: http://googleads.g.doubleclick.net/pagead/ads?clie...
106.205.93.239,74.125.236.89,3573,27.817774000,3.6431,1 objects with urls like: http://googleads.g.doubleclick.net/pagead/ads?clie...
106.205.93.239,74.125.236.89,6877,27.818158000,4.2825,2 objects with urls like: http://googleads.g.doubleclick.net/pagead/ads?clie...
106.205.93.239,74.125.236.89,3466,27.818515000,3.6425,1 objects with urls like: http://googleads.g.doubleclick.net/pagead/ads?clie...
106.205.93.239,74.125.236.25,100036,28.944166000,4.9771,2 objects with urls like: http://pagead2.googlesyndication.com/simgad/191036...
106.205.93.239,96.17.182.74,424,29.529148000,2.4772,0 objects
106.205.93.239,223.165.25.20,1300,30.287042000,1.1737,1 objects with urls like: http://netspiderads2.indiatimes.com/ads.dll/genpty...
106.205.93.239,223.165.25.20,2468,30.539750000,3.3816,1 objects with urls like: http://netspiderads2.indiatimes.com/ads.dll/getad?...
106.205.93.239,96.17.182.48,7460,30.951399000,2.9698,1 objects with urls like: http://in-cdn.effectivemeasure.net/em.js	31.281855...
106.205.93.239,96.17.182.73,4795,31.344876000,2.8660,1 objects with urls like: http://adscontent3.indiatimes.com/photo/17429675.c...
106.205.93.239,96.17.182.65,2255,31.674662000,2.8958,1 objects with urls like: http://timesofindia.indiatimes.com/horoscopeshow.c...
106.205.93.239,96.17.182.19,2528,31.743007000,2.8183,1 objects with urls like: http://www.speakingtree.in/cache/toi?feed=article&...
106.205.93.239,96.17.182.65,7045,31.804691000,2.7662,2 objects with urls like: http://timesofindia.indiatimes.com/photo/6713473.c...
106.205.93.239,96.17.182.65,424,31.805251000,2.7556,0 objects
106.205.93.239,96.17.182.74,4413,31.829281000,2.9510,2 objects with urls like: http://adscontent2.indiatimes.com/NS_Flash_v8.js	3...
106.205.93.239,184.50.127.139,65762,31.837276000,5.9673,1 objects with urls like: http://connect.facebook.net/en_US/all.js	32.004536...
106.205.93.239,96.17.182.74,2341,31.853208000,2.7080,1 objects with urls like: http://www.indiatimes.com/static_pages/indiatimes....
106.205.93.239,23.35.65.224,59386,31.966202000,5.8561,2 objects with urls like: http://platform.twitter.com/widgets.js	32.09343100...
106.205.93.239,98.124.156.54,2298,31.983004000,2.2277,1 objects with urls like: http://www9.effectivemeasure.net/v4/em_js?flag=0&v...
106.205.93.239,23.35.65.224,492,32.058390000,2.5325,0 objects
106.205.93.239,31.13.79.7,7073,32.086534000,3.7680,1 objects with urls like: http://www.facebook.com/plugins/like.php?app_id=11...
106.205.93.239,96.17.182.19,2865,32.092862000,2.4476,1 objects with urls like: http://images.speakingtree.iimg.in/files/rsz/fit_s...
106.205.93.239,31.13.79.7,492,32.225195000,2.6255,0 objects
106.205.93.239,98.124.156.54,2929,32.230559000,2.9697,1 objects with urls like: http://www9.effectivemeasure.net/v4/em4.swf	34.538...
106.205.93.239,96.17.182.40,8162,32.562355000,5.2103,1 objects with urls like: http://media.indiatimes.in/media/photogallery/2013...
106.205.93.239,23.35.65.224,1780,34.571722000,3.2494,1 objects with urls like: http://p.twitter.com/f.gif?_=1363161823153&id=twit...
106.205.93.239,199.59.148.86,7129,34.571958000,14.2051,0 objects
106.205.93.239,199.59.148.86,424,34.755530000,3.3397,0 objects
106.205.93.239,184.50.114.110,17326,34.792102000,2.9002,0 objects
106.205.93.239,96.17.182.42,12328,34.792310000,2.9901,1 objects with urls like: http://static.ak.facebook.com/connect/xd_arbiter.p...
106.205.93.239,98.124.156.54,2116,35.108897000,0.9512,1 objects with urls like: http://www9.effectivemeasure.net/v4/em_dimg?flag=2...
106.205.93.239,98.124.156.54,1702,35.128524000,0.9997,1 objects with urls like: http://www9.effectivemeasure.net/v4/em_ck_img?hl=1...
106.205.93.239,98.124.156.54,1539,35.129714000,1.0306,1 objects with urls like: http://www9.effectivemeasure.net/img.gif	35.482741...
