223.188.105.168,96.17.181.48,501767,0.255552000,
223.188.105.168,96.17.181.67,178907,6.165263000,
223.188.105.168,23.23.187.175,160436,6.054813000,
223.188.105.168,74.125.236.62,23179,20.368311000,
223.188.105.168,190.93.242.190,15403,20.068702000,
223.188.105.168,54.240.168.50,14248,22.696836000,
223.188.105.168,96.17.181.59,3856,12.835890000,
223.188.105.168,204.93.223.146,8261,24.225655000,
223.188.105.168,122.160.120.56,2450,0.000000000,
223.188.105.168,223.165.25.205,1607,6.028606000,
223.188.105.168,216.74.41.14,112,31.865619000,
